record_id,ticket_id,clientid,client_name_,client_industry,client_country,client_city,contract_type,serviceline,project_code,engagement_start_date,engagement_end_date_,ticket_created_at,ticket_resolved_at,priority,status,category_,assigned_engineer,engineer_email,engineerlevel,engineer_experience_years,billing_rate_(usd),hours_logged,billable_amount_usd,sla_hours,resolution_time_hours,sla_breached,csat_score,customer_comment,year,month,total
27895,TCK-953014,CL1018,Halcyon Hotels,Hospitality,Spain,Barcelona,T&M,Application Development,PRJ453-2025,04/04/2022,13-Nov-2022,2022-06-05 11:52:00,09/06/2022 16:11,4,Closed ,ENHANCEMENT,Liam Weber,liam.weber@acme-itservices.com,L3,8.1,72.6,,4463.84,72,100.32,True,3.0,,2022.0,6.0,
41788,TCK-277289,CL1027,Willow Biotech,Biotechnology,France,Lyon,Retainer,Application Support,PRJ430-2025,"Jan 09, 2023",20-Jun-2023,2023-05-21 13:40:00,2023-05-22T03:08:54,P3,Resolved ,SR,Olivia Smith,olivia.smith@ACME-ITSERVICES.COM,Tier 2,4.2,37.29,11.0,,24 hours,13.47,False,3.0,"Network latency persists in the Mumbai office, needs deeper analysis.",2023.0,5.0,410.19
3903,TCK-558343,CL1003,Auric Motors,Automotive,Germany,München,managed services,Application Development,PRJ874-2020,1608422,11/24/2023,2022-01-03 16:20:28,04-Jan-2022 04:21,2,Closed,Problem,Lars Novak,lars.novak@acme_itservices.com,Level 2,4.3,41.92,,242.3,8 hours,12.02,True,1.0,"Thanks,
issue is fixed now.",2022.0,1.0,
43318,TCK-473435,CL1024,Sundial Apparel,Apparel,Bangladesh,Dhaka,RETAINER,cybersecurity,PRJ780-2025,2023-06-28,20230604,2024-05-18 03:36:00,,p4,On-Hold,Inc.,Lucas Thomas,lucas.thomas@ACME-ITSERVICES.COM,l3,8.5,62.41,,1853.6,72,,False,2.6565434396413163,"""Excellent support"", said our ops lead. Will recommend.",2024.0,5.0,
,TCK-511819,CL1026,Beacon Public Services,Public Sector,United States,Sacramento,Time and Material,Cybersecurity,PRJ559-2024,06/10/2022,1717804,2023-05-26 04:31:00,1685087823,P1 - Critical,Closed ,Inc.,Lars Andersen,lars.andersen@ACME-ITSERVICES.COM,LEVEL-3,11 yrs,65.4,,340.8,4,,False,4.0,"Root cause was a stale config; please document this, thanks!",2023.0,5.0,
17925,TCK-601647,CL1027,Willow Biotech,Biotechnology,France,Lyon,fixed bid,Cybersecurity,PRJ506-2021,"Jan 26, 2022",1667779,2022-10-25 11:51:29,,high,In Progress,Problem,Arjun Johnson,arjun.johnson@ACME-ITSERVICES.COM,--,15.1,96.38,28.0,2742.01,8,,False,2.6565434396413163,Escalated to the account manager; response after that was good.,2022.0,10.0,2698.64
43297,TCK-885935,CL1024,Sundial Apparel,Apparel,Bangladesh  ,Dhaka,Retainer,Network Operations,PRJ651-2019,1655424,"Dec 08, 2022",2022-07-06 08:10:27,,high,CANCELLED,Change Request,Diego Dubois,diego.dubois[at]acmeit.co,Level 4,13.2,134.8,7.98,1075.46,8 hours,,False,2.6565434396413163,--,2022.0,7.0,1075.7040000000002
35689,TCK-427608,CL1009,Kite Foods,fmcg,India,Pune,staff aug,erp services,PRJ462-2025,13-Dec-2022,04-Sep-2024,2024-08-06 20:01:07,09/08/2024 21:22,low,Auto-Closed,Inc.,Olivia Dubois,olivia.dubois@acme-itservices.com,l2,2.0,56.12,63.81,3581.0,72,73.35,True,1.0,"Great turnaround, engineer explained the RCA clearly.",2024.0,8.0,3581.0172
43241,TCK-231448,CL1003,Auric Motors,Automotive,Germany,München,Time and Material,Cloud & DevOps,PRJ286-2019,03/02/2023,2023-09-23,2023-06-18 01:04:00,18/06/2023 04:07,p1,Resolved,problem,Karan Rao,karan.rao@acme_itservices.com,l4,14 yrs,88.97,3.0,267.8,4,3.04,False,3.0,,2023.0,6.0,266.90999999999997
798,TCK-512692,CL1005,Saffron Telecom,Telecom,India,Bengaluru,Managed Svcs,Network Operations,PRJ228-2021,05/02/2023,07/05/2025,2023-11-17 13:33:00,1700234064,P1 - Critical,resolved,change request,Karan Moreau,karan.moreau@acme-itservices.com,Tier 3,5.6,58.67,1.13,66.3,4,1.68,False,2.6565434396413163,"Called three times, no response until escalation. Poor experience.",2023.0,11.0,66.2971
15106,TCK-299045,CL1016,Copperleaf Agro,Agriculture,India,nagpur,Managed Services,Network Operations,PRJ825-2022,"Aug 07, 2020","Aug 01, 2023",2023-07-27 13:24:00,1690485957,CRITICAL,resolved,Prob,Ananya Davies,ananya.davies@acmeit.co,LEVEL-1,4.8,33.8,2.0,63.9,4,6.03,True,2.0,,2023.0,7.0,67.6
11814,TCK-222867,CL1007,Pioneer Health Systems,Healthcare,United States,Boston,RETAINER,Application Support,PRJ778-2025,28/02/2022,2025-05-24,,,HIGH,in progress,PROBLEM,Daniel Nakamura,missing,Tier 1,0.0,24.22,15.54,376.38,8,,False,2.6565434396413163,"Root cause was a stale config; please document this, thanks!",,,376.37879999999996
10459,TCK-312302,CL1013,Granite Capital,Financial Services,United Kingdom,London,time & material,Application Development,PRJ665-2024,02-Oct-2020,1684022,2021-08-12 10:34:00,2021-09-15 20:28:58,low,Resolved ,INCIDENT,Rafael Silva,rafael.silva@acme_itservices.com,l1,0.0,23.64,258.44,6109.52,72,825.90,True,1.0," Great turnaround, engineer explained the RCA clearly. ",2021.0,8.0,6109.5216
17005,TCK-638863,CL1008,Meridian Insurance,Insurance,Australia,Sydney,RETAINER,Application Development,PRJ816-2024,29/04/2020,1622505,2020-12-10 21:28:00,,CRITICAL,Open,Incident,Arjun Wilson,arjun.wilson@ACME-ITSERVICES.COM,L4,10.5,102.0,11.2,1142.4,4,,False,2.6565434396413163,?,2020.0,12.0,1142.3999999999999
26636,TCK-652545,CL1006,Cascade Energy,Energy,Canada,CALGARY,STAFF AUGMENTATION,ERP Services,PRJ246-2020,07/19/2022,20231124,2023-07-22 11:28:26,2023-07-28 19:44:38,P4,CLOSED,INCIDENT,Rohit Berg,rohit.berg@acmeit.co,,13.6,89.8,128.0,,72,152.27,True,1.0,,2023.0,7.0,11494.4
30777,TCK-211479,CL1013,Granite Capital,Financial Services,United Kingdom,London,FixedBid,Application Support,PRJ215-2019,1593388,05-Oct-2022,2020-12-08 04:28:00,na,CRITICAL, resolved,Service Request,Lars Silva,lars.silva@acmeit.co,L4,11.4,120.2,,1379.16,4,5.71,True,1.0,,2020.0,12.0,
33139,TCK-674103,CL1010,Atlas Manufacturing,Manufacturing,Mexico,Monterrey,managed services,ERP Services,PRJ901-2023,24/08/2019,02/03/2020,2020-01-13 11:43:12,2020-01-14T18:39:00,Medium,Auto-Closed,PROBLEM,Aarav Sharma,aarav.sharma@acme-itservices.com,LEVEL-2,5.1,53.48,11.0,,24,30.93,True,2.6565434396413163,Patch deployed in the maintenance window; downtime was 12 mins.,2020.0,1.0,588.28
,TCK-137609,CL1022,Marlowe Legal,Legal,United Kingdom,leeds,retainer,Service Desk,PRJ393-2020,20211008,1738281,2024-11-02 15:37:00,04-Nov-2024 23:01,4,Closed ,Enh,Diego Aziz,diego.aziz@ACME-ITSERVICES.COM,LEVEL-3,10.0,68.03,,1530.68,72,55.40,False,1.0,,2024.0,11.0,
40793,TCK-975309,CL1024,Sundial Apparel,Apparel,Bangladesh,Dhaka,staff aug,QUALITY ENGINEERING,PRJ216-2021,05/18/2020,20220625,2022-03-27 16:57:18,1648567350,low,resolved,Change Request,Karan Sharma,karan.sharma@acme_itservices.com,Tier 1,,26.3,21.84,574.39,72,46.42,False,2.0,"Data refresh job failed again, third time this month.",2022.0,3.0,574.392
27353,TCK-397814,CL1025,Quarry Construction,Construction,United Arab Emirates,Dubai,RETAINER,Cloud & Devops,PRJ968-2022,17/02/2020,20220108,2021-05-18 11:21:37,2021-05-18T17:51:37,1,Closed,Enh,ananya kulkarni,ananya.kulkarni@acmeit.co,l4,13.7,96.93,7.0,653.31,4,,True,1.0,	Issue recurred after 2 days - reopening may be required.,2021.0,5.0,678.51
39635,TCK-798602,CL1021,Zephyr Semiconductors,Semiconductors,Taiwan,Hsinchu,Staff Augmentation,Data & Analytics,PRJ712-2024,20201108,20220629,2021-10-07 21:15:29,,p1,In Progress,Inc.,Vikram Haddad,vikram.haddad@acme-itservices.com,LEVEL-2,,45.6,27.54,1255.8,4,,True,2.6565434396413163,"No update provided, SLA clearly missed.",2021.0,10.0,1255.824
17272,TCK-769953,CL1029,Palisade Realty,Real Estate,United States,Denver,Managed Services,application development,PRJ534-2019,"May 12, 2023",26/05/2026,2024-01-29 08:04:00,01/02/2024 09:02,p4,Closed,Prob,Ingrid Smith,ingrid.smith@ACME-ITSERVICES.COM,L3,4.9,59.28,40.35,2391.95,72,72.97,True,0.0, ,2024.0,1.0,2391.9480000000003
29698,TCK-861528,CL1022,Marlowe Legal,Legal,United Kingdom,LEEDS,Staff Aug.,Application Support,PRJ547-2024,07/03/2021,2022-07-25,,1631727409,P3,closed,Problem,Meera Ferrari,meera.ferrari@ACME-ITSERVICES.COM,LEVEL-2,6.9,41.27,28.35,1170.0,24,28.79,True,1.0,Issue recurred after 2 days - reopening may be required.,,,1170.0045000000002
31968,TCK-875454,CL1028,Ironclad Steel,metals,Japan,Osaka,Staff Augmentation,Data & Analytics,PRJ537-2025,"Feb 02, 2019",13/06/2022,,09/21/2020 09:41 PM,HIGH,CLOSED,enhancement,Karan Fischer,karan.fischer@acmeit.co,Architect,--,124.65,5.0,609.5,8,7.26,False,2.0,?,,,623.25
43505,TCK-132469,CL1023,Everline Education,Education,Canada,Toronto,Staff Augmentation,Application Support,PRJ201-2019,13/07/2022,08/01/2023,2023-05-23 17:30:00,24/05/2023 13:39,2,Auto-Closed,Enh,Priya Rossi,priya.rossi@acmeit.co,LEVEL-1,0 yrs,28.2,16.0,451.76,8,20.15,True,2.0,,2023.0,5.0,451.2
41558,TCK-227382,CL1017,Nimbus Cloudworks,Technology,Ireland,Dublin,Staff Aug.,Application Support,PRJ464-2025,20231126,na,2025-11-20 17:18:50,2025-11-20 17:59:02,P1,Resolved ,Enh, Sofia Menon ,sofia.menon@acmeit.co,l3,7.9,60.64,0.69,41.84,4,0.67,False,4.0,"Very responsive team, resolved before the SLA clock ran out.",2025.0,11.0,41.8416
35109,TCK-153850,CL1018,Halcyon Hotels,Hospitality,Spain,Barcelona,RETAINER,Quality Engineering,PRJ779-2022,1689811, ,2023-09-09 03:00:29,09-Sep-2023 11:26,MEDIUM,Closed ,Enh,MARTA NAKAMURA,marta.nakamura@ACME-ITSERVICES.COM,LEVEL-2,5.9,41.46,4.49,186.16,24,8.44,False,2.6565434396413163,,2023.0,9.0,186.15540000000001
29807,TCK-413241,CL1019,Redstone Defence,Aerospace,United States,Huntsville,Staff Augmentation,Application Support,PRJ696-2025,2022-03-10,1689897,2023-02-20 11:26:00,02/20/2023 11:07 PM,High, resolved,SERVICE REQUEST,Hiro Bose,hiro.bose@acme-itservices.com,l4,15.1,117.44,5000.0,587200.0,8,11.68,True,2.6565434396413163,,2023.0,2.0,587200.0
27272,TCK-260450,CL1006,Cascade Energy,Energy,Canada,Calgary,fixed bid,Infrastructure Management,PRJ656-2023,1650067,07/05/2025,2024-06-07 18:49:00,,Medium,open,enhancement,Rafael Smith,rafael.smith@ACME-ITSERVICES.COM,,12.4,,,3861.8,24,,True,2.6565434396413163,The ticket was closed without confirming with us. Please avoid.,2024.0,6.0,
22334,TCK-226388,CL1001,Helios Retail Group,Retail,U.K.,Manchester,Fixed-Bid,Infrastructure Management,PRJ824-2025,2021-11-10,1668124,2022-05-26 16:03:52,,High,In-Progress,Incident,Aarav Silva,aarav.silva@acme-itservices.com,L4,-5.0,116.97,,2318.35,8,,False,2.6565434396413163,"Great turnaround, engineer explained the RCA clearly.",2022.0,5.0,
7645,TCK-196277,CL1013,Granite Capital,Financial Services,United Kingdom,London,MANAGED SERVICES,Quality Engineering,PRJ612-2019,"Jan 25, 2019",20220521,2021-06-09 06:39:32,1623298928,Medium,Resolved,PROBLEM,Omar Iyer,omar.iyer@acme-itservices.com,LEVEL-1,0.4,26.3,,525.47,24,21.71,False,5.0,"Called three times, no response until escalation. Poor experience.",2021.0,6.0,
6274,TCK-858751,CL1027,Willow Biotech,Biotechnology,France,Lyon,managed services,Network Operations,PRJ358-2024,04/02/2019,2022-02-12,,,P1 - Critical,Resolved ,Incident,noah nair,noah.nair@acme-itservices.com,LEVEL-1,0.0,24.06,1.71,41.14,4,4.43,True,4.0,"Very responsive team, resolved before the SLA clock ran out.",,,41.142599999999995
21952,TCK-947660,CL1003,Auric Motors,Automotive, Germany ,München,Managed Services,Application Support,PRJ975-2022,2021-05-22,"Apr 17, 2023",,,LOW,Open,--,Divya Menon,divya.menon@acmeit.co,L2,2.6,41.1,10.76,442.24,72 hours,,True,2.6565434396413163,"Report was wrong, numbers did not tie out, had to redo manually.",,,442.236
,TCK-967040,CL1019,Redstone Defence,Aerospace,United States,Huntsville,retainer,APPLICATION DEVELOPMENT,PRJ689-2024,03/21/2020,1638662,2021-10-05 06:18:50,10-Oct-2021 20:57,Low,Resolved,Inc.,Wei Menon,wei.menon@acmeit.co,Tier 1,0.7,24.24,118.18,2864.68,72,134.64,True,2.0,,2021.0,10.0,2864.6832
20468,TCK-714266,CL1008,Meridian Insurance,Insurance,Australia,Sydney,RETAINER,Service Desk,PRJ164-2019,03/12/2023,28-Aug-2026,2024-03-18 15:45:00,03/23/2024 06:52 PM,4, resolved,Inc.,Ananya Kulkarni,ananya.kulkarni@acme-itservices.com,l3,8.4,77.0,,7601.87,72,,True,3.0,The ticket was closed without confirming with us. Please avoid.,2024.0,3.0,
7098,TCK-203000,CL1013,Granite Capital,Financial Services,United Kingdom,London,Time & Material,service desk,PRJ452-2025,03/04/2020,1688515,,07/01/2021 04:31,Critical,closed,Svc Request,Priya Reddy,priya.reddy@acmeit.co,l3,7.6,77.27,0.79,61.04,4,0.80,False,5.0,"Engineer resolved the issue quickly, no follow-up needed.",,,61.0433
754,TCK-942513,CL1002,Vertex Pharma,Pharmaceuticals,Switzerland,Zürich,T&M,Application Development,PRJ161-2023,20230925,23-Jul-2024,2024-02-10 13:21:00,2024-02-12 19:45:14,P3,CLOSED,Enhancement,Rohit Kulkarni,rohit.kulkarni@acme_itservices.com,Level 3,9.4,79.65,51.31,4086.84,24,54.40,True,2.0,"Network latency persists in the Mumbai office, needs deeper analysis.",2024.0,2.0,4086.8415000000005
11379,TCK-902834,CL1002,Vertex Pharma,Pharmaceuticals,Switzerland,Zürich,Time and Material,Network Operations,PRJ760-2024,"Aug 08, 2020","Sep 15, 2024",2021-05-05 22:34:15,1620266799,high,Closed,Inc.,,chen.gupta@acmeit.co,Level 3,10.3,73.84,,190.51,8,3.54,False,2.0,"Ticket bounced between L1 and L2, took far too long, not happy.",2021.0,5.0,
9996,TCK-997068,CL1016,Copperleaf Agro,Agriculture,India,Nagpur,TIME & MATERIAL,Application Development,PRJ676-2023,"Oct 24, 2019",1651968,2021-09-16 18:28:00,,P4,open,INCIDENT,Diego Horvath,diego.horvath@acmeit.co,Tier 3,,80.2,2.0,154.79,72,,False,2.6565434396413163,"Network latency persists in the Mumbai office, needs deeper analysis.",2021.0,9.0,160.4
30687,TCK-565517,CL1028,Ironclad Steel,Metals,Japan,Osaka,FIXED BID,Infrastructure Management,PRJ293-2019,1627171,08/12/2024,2022-10-02 18:34:16,10/03/2022 07:12 AM,High,Resolved,enhancement,Laura Kowalski,laura.kowalski@ACME-ITSERVICES.COM,Level 3,10.4,73.18,7.09,,8,12.64,True,1.0,,2022.0,10.0,518.8462000000001
2040,TCK-504668,CL1028,Ironclad Steel,Metals,Japan,Osaka,RETAINER,Cloud & DevOps,PRJ472-2021,20200309,24-Feb-2023,2022-04-15 07:48:54,04/18/2022 04:41 PM,LOW,Closed,problem,Aarav Iyer,aarav.iyer@ACME-ITSERVICES.COM,Tier 3,5.4,71.82,28.09,2017.4,72,,False,2.6565434396413163,"Called three times, no response until escalation. Poor experience.",2022.0,4.0,2017.4237999999998
7724,TCK-125397,CL1028,Ironclad Steel,Metals,Japan,Osaka,MANAGED SERVICES,Cybersecurity,PRJ624-2024,10/25/2020,,2020-12-25 00:33:00,,3, Open,change request,Tomas Zhang,tomas.zhang@acme_itservices.com,Level 1,0.7,22.54,2.0,51.62,24,,False,2.6565434396413163,Escalated to the account manager; response after that was good.,2020.0,12.0,45.08
31736,TCK-197844,CL1009,Kite Foods,FMCG,India,Pune,T&M,ERP Services,PRJ931-2022,2020-02-27,05/02/2022,2020-09-09 11:21:36,,MEDIUM,on hold,enhancement,Meera Reddy,meera.reddy@acmeit.co,L1,2.6,29.6,36.4,1077.44,24,,False,2.6565434396413163,,2020.0,9.0,1077.44
3155,TCK-161822,CL1027,Willow Biotech,Biotechnology,France,Lyon,managed services,Data & Analytics,PRJ805-2025,1557446,04/09/2022,2019-10-31 02:16:00,11/01/2019 05:16 AM,p3, resolved,change request,LAURA AZIZ  ,laura.aziz@ACME-ITSERVICES.COM,Tier 3,7.3,86.81,27.0,2313.49,24,27.00,True,2.6565434396413163,The ticket was closed without confirming with us. Please avoid.,2019.0,10.0,2343.87
44223,TCK-136133,CL1025,Quarry Construction,Construction,United Arab Emirates,Dubai,FIXED BID,service desk,PRJ851-2025,2022-09-30,28-Nov-2025,2025-06-21 19:08:40,2025-06-23 10:18:16,MEDIUM,Resolved,ENHANCEMENT,Meera Weber,meera.weber@acme-itservices.com,LEVEL-3,8 yrs,68.96,37.68,2598.4,24,39.16,True,1.0,,2025.0,6.0,2598.4127999999996
9663,TCK-369433,CL1017,Nimbus Cloudworks,Technology,Ireland,dublin,Staff Aug.,Cloud & DevOps,PRJ464-2019,20200716,05/05/2024,2022-02-19 22:18:00,29/03/2022 02:51,4,closed,Service Request,Laura Costa,laura.costa@acmeit.co,l1,2 yrs,23.56,,10637.58,72,892.55,True,3.0,"Fix applied, but the workaround was manual, needs permanent solution.",2022.0,2.0,
9785,TCK-497895,CL1000,Northwind Bank,Banking,US,Charlotte,Staff Augmentation,Network Operations,PRJ794-2020,27/04/2019,24/12/2019,2019-06-27 16:50:25,,low,on hold,Incident,Hannah Gupta,hannah.gupta@ACME-ITSERVICES.COM,l3,10.4,66.3,29.0,1939.78,72,,False,2.6565434396413163,"Very responsive team, resolved before the SLA clock ran out.",2019.0,6.0,1922.6999999999998
12698,TCK-719927,CL1014,Tidewater Utilities,Utilities,U.S.A.,Portland,Staff Augmentation,Cybersecurity,PRJ371-2022,11/19/2022,2026-10-11,2022-11-25 20:23:00,27-Nov-2022 01:09,P4, resolved,Enhancement,laura zhang,laura.zhang@acme_itservices.com,l3,?,64.8,,,72 hours,-0.50,False,5.0,"Engineer resolved the issue quickly, no follow-up needed.",2022.0,11.0,
27411,TCK-155420,CL1008,Meridian Insurance,Insurance,Australia,Sydney,staff aug,Data & Analytics,PRJ567-2020,1613001,"Mar 23, 2024",2021-11-23 19:45:00,,p1,Pending Customer,INCIDENT,,ananya.aziz@acmeit.co,l3,9.2,66.37,21.14,1403.06,4,,False,2.6565434396413163,"Network latency persists in the Mumbai office, needs deeper analysis.",2021.0,11.0,1403.0618000000002
21178,TCK-645970,CL1013,Granite Capital,Financial Services,united kingdom,LONDON,MANAGED SERVICES,ERP Services,PRJ277-2022,"Apr 04, 2021",1705968,2023-03-13 12:04:22,13-Mar-2023 15:40,p1,Resolved,Incident,daniel evans,daniel.evans@ACME-ITSERVICES.COM,L3,6.9,0.0,3.25,0.0,4,3.61,False,2.6565434396413163,The ticket was closed without confirming with us. Please avoid.,2023.0,3.0,0.0
7184,TCK-395263,CL1012,Orchid Airlines,Aviation,Singapore,Singapore,Managed Services,ERP Services,PRJ952-2020,11/17/2022,01/26/2025,2023-02-01 10:19:00,06/02/2023 20:53,LOW,CLOSED,ENHANCEMENT,Samuel Muller,samuel.muller@acmeit.co,LEVEL-3,10.5,77.31,93.05,7193.7,72,-2.50,True,5.0,Escalated to the account manager; response after that was good.,2023.0,2.0,7193.6955
6901,TCK-133441,CL1004,Blue Harbour Logistics,Logistics,Netherlands,Rotterdam,Time and Material,Network Operations,PRJ275-2022,03/05/2022,12/09/2024,2024-03-29 11:10:00,03/30/2024 08:42 PM,MEDIUM,Closed,incident,Rafael Ferrari,rafael.ferrari@acme-itservices.com,Level 1,1 yrs,32.8,24.12,792.1,24,33.54,True,1.0,"Report was wrong, numbers did not tie out, had to redo manually.",2024.0,3.0,791.136
39270,TCK-649841,CL1012,Orchid Airlines,Aviation,Singapore,Singapore,RETAINER,Cybersecurity,PRJ637-2019,07/08/2021,,,,high,open,CHANGE REQUEST,Rafael Roberts,rafael.roberts@ACME-ITSERVICES.COM,LEVEL-3,6.6,86.48,,2620.34,8,,True,2.6565434396413163,"Called three times, no response until escalation. Poor experience.",,,
13940,TCK-796250,CL1024,Sundial Apparel,Apparel,	Bangladesh,Dhaka,Staff Augmentation,Cybersecurity,PRJ486-2021,08-Oct-2020,06/15/2022,2022-02-14 18:27:00,,MEDIUM,in progress,Incident,WEI REDDY,wei.reddy@ACME-ITSERVICES.COM,Level 2,6.4,40.12,36.0,1449.54,24,,True,2.6565434396413163,,2022.0,2.0,1444.32
15162,TCK-862238,CL1020,Fjord Maritime,Shipping,Norway,Bergen,STAFF AUGMENTATION,Infrastructure Management,PRJ459-2022,20190418,"Aug 04, 2021",2020-10-06 07:47:00,1602047677,Low,closed,service request,Fatima Johnson,fatima.johnson@acmeit.co,Tier 2,4.3,44.46,6.85,304.55,72 hours,21.45,False,2.6565434396413163,"Ticket bounced between L1 and L2, took far too long, not happy.",2020.0,10.0,304.551
24760,TCK-120619,CL1002,Vertex Pharma,Pharmaceuticals,Switzerland,Zürich,Retainer,ERP Services,PRJ324-2019,19/07/2023,20230401,2024-07-02 17:58:00,02/11/2024 07:54 AM,medium,Closed ,Problem,karan aziz,karan.aziz@ACME-ITSERVICES.COM,LEVEL-1,0.9,28.14,,1377.17,24,85.94,True,5.0,Patch deployed in the maintenance window; downtime was 12 mins.,2024.0,7.0,
10812,TCK-555513,CL1010,Atlas Manufacturing,Manufacturing,Mexico,Monterrey,Time and Material,Erp Services,PRJ282-2025,1609804,2022-02-06,2021-03-02 14:37:00,,P2,In-Progress,CHANGE REQUEST,Neha Evans,neha.evans@acmeit.co,Level 4,11.7,110.08,25.45,2801.54,8,,True,2.6565434396413163,"Access request fulfilled, however the approval chain is too slow.",2021.0,3.0,2801.536
39806,TCK-788064,CL1024,Sundial Apparel,Apparel,Bangladesh,Dhaka,STAFF AUGMENTATION,Data & Analytics,PRJ202-2021,03/02/2023,"Mar 15, 2025",2024-10-14 01:50:00,14-Oct-2024 12:47,Critical,resolved,change request,Karan Reddy,karan.reddy@acmeit.co,LEVEL-2,,46.76,,526.52,4 hours,10.96,True,4.0,--,2024.0,10.0,
16299,TCK-561540,CL1001,Helios Retail Group,retail,United Kingdom,manchester,retainer,cybersecurity,PRJ310-2022,23-Jul-2020,"Apr 01, 2022",2021-05-03 07:53:00,2021-05-06 17:41:27,low,resolved,service request,INGRID SILVA,ingrid.silva@acme-itservices.com,L4,15.1,129.18,48.0,6230.35,72,81.80,True,3.0,,2021.0,5.0,6200.64
22855,TCK-166733,CL1024,Sundial Apparel,Apparel,	Bangladesh,Dhaka,fixed bid,Quality Engineering,PRJ462-2023,01/09/2022,"Nov 02, 2023",,06/02/2023 12:18 PM,P1 - Critical, resolved,SERVICE REQUEST,Ava Wang,ava.wang@acmeit.co,Tier 3,9.2,85.72,0.77,66.0,4,-0.50,False,2.6565434396413163,"Fix applied, but the workaround was manual, needs permanent solution.",,,66.0044
40658,TCK-911898,CL1023,Everline Education,EDUCATION,Canada,Toronto,Managed Svcs,ERP Services,PRJ975-2025,19-Jan-2020,"Jun 22, 2020",2020-03-19 16:15:52,1584725668,high,Auto-Closed,change request,Rohit Brown,rohit.brown@acmeit.co,Level 2,0.5,47.72,15.18,724.39,8,25.31,True,1.0,"Thanks,
issue is fixed now.",2020.0,3.0,724.3896
5228,TCK-795604,CL1003,Auric Motors,Automotive,Germany,München,managed services,Network Operations,PRJ467-2024,"Mar 31, 2021",2023-08-22,2022-10-11 02:56:00,,p4,In Progress,service request,Emma Kowalski,emma.kowalski@acme_itservices.com,Level 3,7.1,81.6,22.9,1868.64,72,,False,2.6565434396413163,"  Network latency persists in the Mumbai office, needs deeper analysis.",2022.0,10.0,1868.6399999999996
23602,TCK-844457,CL1011,Lumen Media,Media,United States,Austin,RETAINER,Cloud & DevOps,PRJ399-2019,02/12/2019,--,2021-04-09 10:00:00,2021-04-09 17:58:46,p2, resolved,Inc.,Ingrid Zhang,ingrid.zhang@acme_itservices.com,LEVEL-2,2.4,47.83,8.05,385.0,8,7.97,False,2.6565434396413163," Fix applied, but the workaround was manual, needs permanent solution. ",2021.0,4.0,385.0315
43574,TCK-985644,CL1003,Auric Motors,Automotive,Germany,München,RETAINER,ERP Services,PRJ225-2019,20190902,1653782,2020-05-12 11:21:00,,P1,in progress,PROBLEM,Emma Kulkarni,emma.kulkarni@acme_itservices.com,Tier 3,8.8,77.05,39.92,3075.84,4,,False,2.6565434396413163,?,2020.0,5.0,3075.8360000000002
29278,TCK-875650,CL1015,Sierra Mining,Mining,Brazil,São Paulo,managed services,Application Support,PRJ852-2020,1590278,"Dec 28, 2022",2021-07-26 13:27:00,07/26/2021 07:47 PM,2,resolved,Enhancement,Olivia Muller,olivia.muller@acme-itservices.com,L3,10.5,84.68,4.64,,8,6.33,False,3.0,"Engineer resolved the issue quickly, no follow-up needed.",2021.0,7.0,392.9152
35578,TCK-839093,CL1029,Palisade Realty,real estate,United States,Denver,MANAGED SERVICES,ERP Services,PRJ733-2023,23-Feb-2019,1630800,2020-02-21 12:13:55,,LOW,CLOSED,Inc.,Ananya Wilson,ananya.wilson@ACME-ITSERVICES.COM,Architect,11.2,101.0,30.25,3053.74,72,81.35,True,5.0,"	No update provided, SLA clearly missed.",2020.0,2.0,3055.25
35538,TCK-886443,CL1029,Palisade Realty,real estate,United States,Denver,Managed Svcs,Quality Engineering,PRJ511-2020,,"Sep 15, 2024",2023-03-23 02:57:00,,High,in progress,enhancement,	Rohit Evans,rohit.evans@acmeit.co,Level 4,12.9,96.99,23.75,2303.51, ,,True,2.6565434396413163,"  Report was wrong, numbers did not tie out, had to redo manually.",2023.0,3.0,2303.5125
,TCK-944643,CL1000,Northwind Bank,Banking,USA,Charlotte,FIXED BID,ERP Services,PRJ226-2019,08/31/2020,12/07/2022,2021-06-09 11:03:00,09-Jun-2021 13:19,Medium,closed,Inc.,Hannah Johnson,hannah.johnson@acme-itservices.com,l3,7.5,80.51,1.0,75.68,24,2.27,False,5.0,"""Excellent support"", said our ops lead. Will recommend.",2021.0,6.0,80.51
28390,TCK-571554,CL1017,Nimbus Cloudworks,Technology,Ireland,Dublin,TIME & MATERIAL,ERP Services,PRJ917-2025,16/09/2023,13/10/2024,2023-09-30 10:37:00,04-Oct-2023 02:16,LOW,CLOSED,,Ananya Kowalski,ananya.kowalski@ACME-ITSERVICES.COM,l3,6.9,,92.38,5413.47,72,87.64,True,2.0,"Root cause was a stale config; please document this, thanks!",2023.0,9.0,
29429,TCK-141030,CL1013,Granite Capital,Financial Services,Great Britain,London,RETAINER,Network Operations,PRJ543-2025,20210331,11/07/2021,2021-04-21 15:49:00,21/04/2021 20:17,,Resolved,SR,Zoe Kowalski,zoe.kowalski@acme-itservices.com,L2,7.8,46.93,1.94,91.04,4,,True,3.0,na,2021.0,4.0,91.0442
